yyyy;mm;dd;1;2;3;4;5;6;zz
2011;10;15;2;5;16;18;37;39;9
2011;10;12;8;10;28;40;43;46;17
2011;10;8;24;25;29;31;34;47;35
2011;10;5;1;2;15;33;43;45;18
2011;10;1;9;13;17;21;29;47;31
2011;9;28;10;14;18;27;38;43;35
2011;9;24;3;5;6;18;24;42;46
2011;9;21;10;24;27;31;41;46;14
2011;9;17;12;23;38;42;46;49;20
2011;9;14;4;5;23;32;39;44;25
2011;9;10;6;9;10;16;28;43;36
2011;9;7;4;10;23;27;28;39;32
2011;9;3;2;8;17;31;36;42;15
2011;8;31;15;17;26;29;32;47;31
2011;8;27;27;29;40;43;44;49;24
2011;8;24;19;28;31;33;36;41;44
2011;8;20;2;7;22;31;32;41;24
2011;8;17;1;11;16;18;20;25;23
2011;8;13;13;14;21;29;31;34;49
2011;8;10;8;12;16;22;23;26;32
2011;8;6;9;11;33;36;41;49;13
2011;8;3;4;8;33;40;41;43;3
2011;7;30;8;11;21;40;42;44;27
2011;7;27;11;12;16;26;32;35;6
2011;7;23;8;12;18;20;24;33;27
2011;7;20;7;11;19;23;42;49;27
2011;7;16;3;14;15;22;27;38;49
2011;7;13;1;25;26;30;39;47;5
2011;7;9;9;11;18;23;36;45;17
2011;7;6;6;11;14;27;32;38;49
2011;7;2;7;10;16;19;22;40;24
2011;6;29;8;10;22;30;36;45;32
2011;6;25;3;4;20;28;37;42;38
2011;6;22;1;4;24;29;34;37;36
2011;6;18;6;14;21;24;25;41;46
2011;6;15;6;21;22;23;32;44;7
2011;6;11;8;16;18;28;34;46;32
2011;6;8;4;15;24;31;38;49;9
2011;6;4;17;22;34;37;38;46;43
2011;6;1;10;11;13;20;22;41;8
2011;5;28;4;17;19;29;34;46;37
2011;5;25;1;8;26;27;35;38;46
2011;5;21;13;24;28;36;45;49;12
2011;5;18;3;13;27;30;33;41;20
2011;5;14;1;9;10;11;20;31;24
2011;5;11;8;26;28;29;31;35;38
2011;5;7;5;12;23;29;34;41;6
2011;5;4;6;14;22;30;36;40;21
2011;4;30;10;12;19;29;33;34;9
2011;4;27;16;21;32;33;42;46;7
2011;4;23;6;16;18;22;29;41;48
2011;4;20;13;20;36;39;40;44;42
2011;4;16;3;4;17;19;35;49;45
2011;4;13;6;9;16;23;26;47;35
2011;4;9;12;26;32;39;44;47;8
2011;4;6;9;14;19;27;31;39;38
2011;4;2;1;16;25;29;33;47;37
2011;3;30;13;18;23;31;32;37;40
2011;3;26;17;19;20;25;28;37;23
2011;3;23;5;11;16;34;40;42;25
2011;3;19;10;11;16;21;41;46;39
2011;3;16;5;18;20;35;41;48;30
2011;3;12;9;15;19;31;38;43;5
2011;3;9;6;13;14;27;41;48;18
2011;3;5;7;13;15;28;33;39;18
2011;3;2;4;9;36;38;42;48;41
2011;2;26;18;19;32;38;47;49;22
2011;2;23;6;16;22;27;39;40;30
2011;2;19;12;14;16;33;42;47;24
2011;2;16;3;8;11;25;30;46;14
2011;2;12;1;2;5;24;31;32;12
2011;2;9;13;14;23;39;41;46;24
2011;2;5;9;11;24;34;35;41;19
2011;2;2;6;15;17;22;34;46;35
2011;1;29;8;11;21;30;35;45;22
2011;1;26;6;22;23;28;34;37;25
2011;1;22;3;7;14;19;23;35;11
2011;1;19;5;6;8;29;34;35;23
2011;1;15;12;13;21;26;33;38;29
2011;1;12;2;8;12;22;23;28;4
2011;1;8;23;26;27;32;33;41;36
2011;1;5;24;29;36;42;46;49;39
2011;1;1;2;14;18;26;35;36;8
2010;12;29;14;15;20;37;42;48;1
2010;12;25;2;9;10;11;29;46;14
2010;12;22;6;18;26;35;36;45;31
2010;12;18;4;16;21;39;40;42;31
2010;12;15;3;9;14;28;43;45;49
2010;12;11;5;7;16;27;31;43;2
2010;12;8;2;7;14;16;18;26;12
2010;12;4;13;18;24;37;41;48;9
2010;12;1;15;20;25;32;39;41;31
2010;11;27;1;4;8;10;35;45;2
2010;11;24;5;8;26;33;35;46;40
2010;11;20;4;17;29;32;33;34;46
2010;11;17;1;16;18;24;28;47;49
2010;11;13;8;13;17;19;24;43;31
2010;11;10;8;11;12;21;22;49;29
2010;11;6;4;14;17;18;33;34;7
2010;11;3;1;5;9;39;45;47;10
2010;10;30;11;12;15;30;39;49;29
2010;10;27;12;13;18;25;28;44;49
2010;10;23;8;9;23;29;34;43;35
2010;10;20;1;7;15;19;22;33;9
2010;10;16;8;13;19;33;45;47;31
2010;10;13;3;16;21;32;33;40;24
2010;10;9;11;12;15;19;21;22;32
2010;10;6;2;3;11;19;30;43;12
2010;10;2;5;15;17;27;28;29;16
2010;9;29;4;9;16;23;32;41;33
2010;9;25;1;2;4;12;25;46;22
2010;9;22;2;4;5;9;12;17;11
2010;9;18;4;24;29;30;35;37;15
2010;9;15;1;29;31;32;41;43;25
2010;9;11;26;28;39;41;43;48;15
2010;9;8;5;11;12;13;32;40;22
2010;9;4;3;6;19;25;35;48;5
2010;9;1;4;11;16;19;29;36;43
2010;8;28;4;6;22;31;35;40;16
2010;8;25;9;28;36;43;44;49;4
2010;8;21;5;15;18;22;26;30;11
2010;8;18;2;9;14;16;37;47;33
2010;8;14;4;8;14;30;32;43;18
2010;8;11;3;6;7;13;17;33;26
2010;8;7;6;20;29;32;33;44;19
2010;8;4;13;28;30;31;33;46;11
2010;7;31;22;24;25;34;46;49;27
2010;7;28;16;20;33;34;40;46;35
2010;7;24;4;15;21;24;37;43;8
2010;7;21;17;20;22;28;31;43;40
2010;7;17;7;11;20;29;36;49;46
2010;7;14;10;11;20;23;28;42;16
2010;7;10;2;3;7;17;19;42;45
2010;7;7;6;17;28;32;35;42;34
2010;7;3;1;13;27;45;46;47;2
2010;6;30;2;7;13;14;33;36;21
2010;6;26;25;33;39;41;48;49;21
2010;6;23;1;18;23;25;44;48;11
2010;6;19;13;14;21;22;41;42;28
2010;6;16;7;27;28;29;34;40;12
2010;6;12;4;9;17;20;25;35;48
2010;6;9;14;25;29;33;37;42;7
2010;6;5;5;21;28;32;43;46;14
2010;6;2;9;18;20;23;32;34;12
2010;5;29;17;20;26;33;46;47;8
2010;5;26;6;11;16;39;41;49;33
2010;5;22;12;13;19;39;43;49;31
2010;5;19;19;25;30;34;37;42;18
2010;5;15;5;10;11;35;36;41;7
2010;5;12;1;20;24;26;27;40;18
2010;5;8;16;31;36;39;40;49;34
2010;5;5;11;12;17;19;36;44;8
2010;5;1;10;16;19;20;37;49;29
2010;4;28;3;19;26;30;39;40;8
2010;4;24;7;12;26;29;45;46;11
2010;4;21;5;13;23;33;40;41;28
2010;4;17;10;11;16;17;35;38;37
2010;4;14;5;13;18;35;37;42;7
2010;4;10;2;3;8;34;37;47;41
2010;4;7;14;18;24;26;32;35;48
2010;4;3;12;13;24;32;40;48;19
2010;3;31;14;25;41;46;47;49;48
2010;3;27;4;10;14;36;45;49;33
2010;3;24;9;15;19;25;40;47;3
2010;3;20;6;20;21;22;24;30;45
2010;3;17;19;20;23;25;30;34;38
2010;3;13;10;15;23;24;27;35;13
2010;3;10;16;18;27;45;46;49;1
2010;3;6;13;18;27;35;38;39;21
2010;3;3;3;9;17;37;45;47;12
2010;2;27;4;6;26;30;33;45;47
2010;2;24;3;6;12;22;25;41;27
2010;2;20;2;10;20;24;25;47;38
2010;2;17;17;22;31;35;38;44;30
2010;2;13;5;11;15;20;36;48;17
2010;2;10;6;9;12;29;44;49;40
2010;2;6;10;15;22;34;41;49;36
2010;2;3;4;8;10;16;37;43;22
2010;1;30;11;13;17;34;46;49;32
2010;1;27;5;7;10;39;43;46;42
2010;1;23;14;16;21;28;31;39;27
2010;1;20;9;11;15;28;46;47;44
2010;1;16;6;7;12;17;18;34;33
2010;1;13;2;13;34;38;40;43;48
2010;1;9;2;22;24;33;37;46;10
2010;1;6;2;14;17;20;24;48;1
2010;1;2;3;6;30;31;32;43;17
2009;12;30;10;16;22;25;37;40;8
2009;12;26;7;11;16;24;39;49;21
2009;12;23;2;5;28;36;44;48;31
2009;12;19;7;14;15;18;29;47;28
2009;12;16;2;8;11;18;19;38;10
2009;12;12;4;18;22;26;38;49;8
2009;12;9;1;5;13;22;26;29;48
2009;12;5;6;7;8;16;29;42;15
2009;12;2;12;17;24;30;31;32;14
2009;11;28;24;30;33;34;36;45;31
2009;11;25;10;12;18;24;43;44;22
2009;11;21;4;8;14;24;44;47;25
2009;11;18;6;8;16;23;25;44;2
2009;11;14;1;3;10;11;25;44;40
2009;11;11;10;11;19;32;42;46;14
2009;11;7;1;9;27;28;34;37;31
2009;11;4;2;4;6;8;14;28;17
2009;10;31;7;13;21;22;25;33;28
2009;10;28;16;39;42;43;45;48;36
2009;10;24;5;18;22;24;39;48;46
2009;10;21;10;16;25;40;42;44;12
2009;10;17;24;31;39;43;44;45;46
2009;10;14;10;22;23;41;43;47;37
2009;10;10;15;16;20;24;27;40;28
2009;10;7;10;28;34;38;45;48;33
2009;10;3;11;16;19;27;34;36;31
2009;9;30;20;22;30;31;37;41;23
2009;9;26;8;9;25;33;39;45;38
2009;9;23;3;4;23;30;43;44;27
2009;9;19;11;14;17;22;33;39;48
2009;9;16;5;22;27;31;32;49;30
2009;9;12;5;19;23;34;40;41;48
2009;9;9;12;16;22;29;34;43;2
2009;9;5;4;12;24;25;26;45;40
2009;9;2;7;8;29;30;34;39;15
2009;8;29;13;23;24;35;36;44;2
2009;8;26;15;22;23;26;33;43;37
2009;8;22;8;12;14;17;22;25;1
2009;8;19;22;32;35;39;43;44;7
2009;8;15;3;5;8;23;34;42;7
2009;8;12;8;15;24;28;37;40;18
2009;8;8;9;19;32;34;38;41;25
2009;8;5;4;13;15;19;36;39;43
2009;8;1;2;16;30;35;44;46;47
2009;7;29;9;10;13;20;32;37;38
2009;7;25;6;11;23;24;31;35;18
2009;7;22;3;8;19;32;40;43;4
2009;7;18;1;2;5;9;30;45;24
2009;7;15;2;6;14;25;38;43;39
2009;7;11;1;3;12;14;27;43;39
2009;7;8;4;5;31;36;40;43;18
2009;7;4;11;15;30;31;32;39;16
2009;7;1;2;11;18;26;32;49;15
2009;6;27;3;14;37;38;45;47;7
2009;6;24;9;19;32;36;37;39;27
2009;6;20;18;26;35;37;41;46;29
2009;6;17;7;10;29;40;42;43;8
2009;6;13;4;6;38;42;46;48;19
2009;6;10;11;23;28;32;35;36;17
2009;6;6;3;10;13;23;27;35;42
2009;6;3;3;9;15;18;21;33;10
2009;5;30;17;18;21;35;36;43;10
2009;5;27;9;11;16;19;42;44;29
2009;5;23;13;14;20;28;29;33;49
2009;5;20;6;8;27;28;31;47;19
2009;5;16;15;32;35;36;42;47;46
2009;5;13;16;25;34;41;45;47;48
2009;5;9;8;22;24;30;36;40;16
2009;5;6;1;2;7;41;44;45;26
2009;5;2;2;13;17;18;26;41;5
2009;4;29;7;10;14;15;40;41;49
2009;4;25;6;11;18;19;35;43;10
2009;4;22;6;11;24;31;32;45;47
2009;4;18;2;5;10;20;25;42;38
2009;4;15;2;4;9;20;42;48;25
2009;4;11;2;3;7;17;37;38;32
2009;4;8;5;12;19;28;29;37;11
2009;4;4;1;2;11;22;26;36;12
2009;4;1;3;13;17;21;32;33;27
2009;3;28;3;4;41;44;47;49;8
2009;3;25;14;25;31;32;41;49;8
2009;3;21;10;13;21;23;34;38;29
2009;3;18;4;17;29;37;42;47;8
2009;3;14;5;8;26;44;45;49;41
2009;3;11;8;13;32;39;47;48;27
2009;3;7;7;26;33;37;38;44;18
2009;3;4;6;28;31;38;42;44;24
2009;2;28;1;15;20;21;22;33;40
2009;2;25;2;7;10;22;34;43;1
2009;2;21;3;14;18;29;31;41;49
2009;2;18;15;19;39;43;48;49;27
2009;2;14;17;28;29;40;42;47;30
2009;2;11;13;22;39;41;42;43;5
2009;2;7;2;13;15;35;39;48;1
2009;2;4;2;5;10;21;42;46;15
2009;1;31;7;9;11;14;17;31;1
2009;1;28;1;3;15;24;38;47;22
2009;1;24;2;12;14;16;36;46;33
2009;1;21;5;7;8;10;38;40;36
2009;1;17;4;12;32;38;42;46;47
2009;1;14;1;7;9;22;29;32;48
2009;1;10;6;17;18;37;41;49;26
2009;1;7;3;6;20;23;26;37;46
2009;1;3;6;10;14;21;40;46;42
2008;12;31;6;24;29;30;36;49;42
2008;12;27;3;11;13;16;24;31;6
2008;12;24;1;22;39;42;43;47;28
2008;12;20;4;11;19;28;46;48;38
2008;12;17;1;12;16;24;32;49;46
2008;12;13;6;13;18;22;44;45;1
2008;12;10;12;14;15;17;31;38;11
2008;12;6;5;7;15;23;24;32;8
2008;12;3;8;15;16;33;44;47;1
2008;11;29;7;9;12;19;22;43;6
2008;11;26;2;23;25;32;43;49;5
2008;11;22;11;12;23;35;41;42;10
2008;11;19;4;14;17;32;36;44;31
2008;11;15;3;23;31;39;41;48;11
2008;11;12;5;16;20;33;41;48;46
2008;11;8;4;9;16;25;33;42;18
2008;11;5;2;3;4;12;44;49;25
2008;11;1;6;25;26;27;28;43;9
2008;10;29;4;21;26;31;42;45;10
2008;10;25;1;24;34;43;46;47;44
2008;10;22;13;15;17;18;20;31;21
2008;10;18;1;10;21;25;35;36;38
2008;10;15;4;14;26;34;35;47;31
2008;10;11;2;5;13;18;22;29;43
2008;10;8;5;9;11;13;30;39;43
2008;10;4;4;11;12;16;21;43;28
2008;10;1;9;11;20;31;35;42;16
2008;9;27;11;27;28;29;37;39;46
2008;9;24;3;21;28;39;45;47;31
2008;9;20;4;6;7;28;34;43;39
2008;9;17;7;8;17;35;36;47;2
2008;9;13;2;3;22;27;38;48;26
2008;9;10;2;10;23;24;32;34;17
2008;9;6;14;15;20;26;35;49;8
2008;9;3;3;7;8;38;43;45;14
2008;8;30;8;11;20;21;36;48;49
2008;8;27;15;18;20;29;31;33;8
2008;8;23;4;10;20;26;28;43;37
2008;8;20;15;16;19;28;36;40;41
2008;8;16;1;8;19;22;36;42;28
2008;8;13;4;14;26;32;41;45;19
2008;8;9;16;26;30;37;38;42;5
2008;8;6;4;17;22;28;29;40;44
2008;8;2;1;4;16;34;35;46;8
2008;7;30;4;23;25;29;36;45;13
2008;7;26;10;12;15;44;47;49;19
2008;7;23;2;15;22;25;38;42;3
2008;7;19;8;15;20;38;41;43;29
2008;7;16;15;17;24;27;32;37;34
2008;7;12;2;4;10;22;27;40;7
2008;7;9;9;11;12;21;34;44;24
2008;7;5;6;7;11;15;42;49;16
2008;7;2;1;9;12;22;23;27;6
2008;6;28;5;7;9;21;30;46;43
2008;6;25;13;20;30;32;37;47;11
2008;6;21;2;15;30;32;43;45;7
2008;6;18;3;4;32;39;40;43;35
2008;6;14;21;24;30;32;36;44;41
2008;6;11;16;24;31;41;44;47;10
2008;6;7;7;17;19;20;42;47;24
2008;6;4;7;8;27;30;43;47;41
2008;5;31;7;12;17;22;27;41;19
2008;5;28;3;9;24;31;32;34;13
2008;5;24;2;6;9;34;37;46;16
2008;5;21;2;10;16;21;45;48;37
2008;5;17;8;20;22;25;34;35;44
2008;5;14;8;13;18;29;38;41;22
2008;5;10;9;11;12;23;24;31;2
2008;5;7;16;24;30;31;36;49;46
2008;5;3;8;10;20;29;30;44;24
2008;4;30;4;5;37;39;40;45;7
2008;4;26;3;8;14;25;33;43;17
2008;4;23;2;8;26;32;35;39;20
2008;4;19;10;13;23;24;38;48;1
2008;4;16;9;10;11;28;40;46;18
2008;4;12;5;22;23;34;41;42;6
2008;4;9;2;8;27;31;35;42;29
2008;4;5;3;5;9;27;34;48;26
2008;4;2;1;14;31;33;36;48;21
2008;3;29;10;21;23;29;31;37;49
2008;3;26;10;17;28;29;34;36;25
2008;3;22;6;11;31;34;42;43;46
2008;3;19;4;21;22;34;43;48;47
2008;3;15;5;7;26;33;40;42;38
2008;3;12;2;9;22;24;37;44;1
2008;3;8;6;9;12;22;35;37;2
2008;3;5;6;12;16;18;34;44;1
2008;3;1;4;5;19;20;22;39;40
2008;2;27;9;18;21;34;36;39;47
2008;2;23;1;12;13;39;40;44;24
2008;2;20;1;18;22;23;37;42;46
2008;2;16;6;7;11;22;43;44;4
2008;2;13;1;7;20;25;33;42;6
2008;2;9;1;10;13;25;27;45;9
2008;2;6;4;6;25;26;41;49;32
2008;2;2;6;9;14;27;28;39;23
2008;1;30;6;7;12;27;46;48;9
2008;1;26;4;6;10;20;26;37;39
2008;1;23;10;11;15;16;28;37;44
2008;1;19;7;20;22;23;30;31;5
2008;1;16;8;16;19;27;47;48;6
2008;1;12;3;4;10;11;45;47;12
2008;1;9;26;28;30;38;40;41;43
2008;1;5;9;10;17;33;37;45;18
2008;1;2;2;7;10;27;30;49;45
2007;12;29;2;12;23;26;28;42;1
2007;12;26;12;13;17;20;31;37;34
2007;12;22;9;10;33;34;41;45;35
2007;12;19;3;7;29;32;37;45;16
2007;12;15;3;13;18;26;37;49;7
2007;12;12;10;13;23;34;44;46;14
2007;12;8;1;2;19;24;25;47;12
2007;12;5;9;10;24;28;39;42;33
2007;12;1;12;21;23;29;35;41;8
2007;11;28;7;8;10;16;40;49;22
2007;11;24;13;14;39;42;45;49;41
2007;11;21;25;34;40;41;43;47;9
2007;11;17;1;9;15;26;30;42;20
2007;11;14;2;8;27;45;47;48;25
2007;11;10;1;3;5;12;15;41;34
2007;11;7;6;10;18;28;33;38;3
2007;11;3;2;11;13;15;21;41;10
2007;10;31;6;22;29;34;46;49;44
2007;10;27;3;4;8;12;16;47;10
2007;10;24;7;14;15;20;23;46;19
2007;10;20;17;28;34;36;37;49;9
2007;10;17;22;26;34;42;43;46;9
2007;10;13;3;9;10;24;41;47;16
2007;10;10;13;15;25;29;34;36;5
2007;10;6;3;6;12;25;26;45;49
2007;10;3;2;14;33;42;48;49;1
2007;9;29;9;20;22;27;29;40;19
2007;9;26;11;15;31;34;39;43;16
2007;9;22;3;6;11;34;36;41;43
2007;9;19;6;14;28;32;34;40;18
2007;9;15;1;21;27;28;36;49;7
2007;9;12;1;28;31;36;38;49;47
2007;9;8;2;14;26;27;31;34;42
2007;9;5;1;9;24;30;31;48;35
2007;9;1;8;26;33;41;43;45;44
2007;8;29;2;7;16;20;31;43;12
2007;8;25;11;22;30;44;48;49;23
2007;8;22;14;31;33;38;39;49;34
2007;8;18;1;8;11;23;24;45;46
2007;8;15;1;13;27;28;31;37;35
2007;8;11;4;6;11;17;19;42;40
2007;8;8;7;13;17;24;37;44;4
2007;8;4;4;7;20;30;32;43;48
2007;8;1;7;14;17;33;40;42;34
2007;7;28;6;8;14;18;28;33;40
2007;7;25;13;20;23;26;35;43;11
2007;7;21;4;14;20;29;36;44;38
2007;7;18;4;20;24;27;36;39;33
2007;7;14;3;9;10;11;23;33;16
2007;7;11;6;15;28;46;47;49;14
2007;7;7;8;11;23;25;27;34;47
2007;7;4;16;20;21;24;30;38;7
2007;6;30;1;2;5;16;31;36;6
2007;6;27;3;4;8;10;17;34;15
2007;6;23;10;25;29;33;36;41;23
2007;6;20;3;7;11;12;17;39;36
2007;6;16;2;18;26;34;39;49;13
2007;6;13;3;6;16;23;38;45;36
2007;6;9;19;22;23;31;32;42;30
2007;6;6;4;12;25;29;44;45;30
2007;6;2;13;18;24;28;31;44;21
2007;5;30;14;18;23;27;34;39;36
2007;5;26;1;17;25;26;41;42;23
2007;5;23;9;10;19;20;31;45;1
2007;5;19;4;7;9;21;29;34;18
2007;5;16;10;12;16;23;40;42;20
2007;5;12;17;21;22;28;31;42;14
2007;5;9;8;15;22;44;46;47;21
2007;5;5;13;15;20;32;37;49;19
2007;5;2;22;23;30;34;40;48;41
2007;4;28;8;15;19;30;37;39;16
2007;4;25;7;13;34;36;42;43;14
2007;4;21;1;3;6;13;19;46;9
2007;4;18;14;22;31;37;39;45;40
2007;4;14;34;37;41;44;45;49;19
2007;4;11;7;10;15;17;22;47;23
2007;4;7;6;8;17;29;33;49;5
2007;4;4;3;5;7;21;31;43;1
2007;3;31;2;15;28;31;33;35;17
2007;3;28;3;11;15;26;27;41;17
2007;3;24;1;24;25;28;29;32;44
2007;3;21;2;3;6;11;31;33;23
2007;3;17;6;9;10;11;22;26;34
2007;3;14;3;5;15;22;24;37;19
2007;3;10;5;18;23;30;42;49;12
2007;3;7;9;17;19;24;43;49;10
2007;3;3;4;7;16;23;26;29;28
2007;2;28;13;14;26;28;31;43;8
2007;2;24;8;11;13;14;33;36;20
2007;2;21;13;14;23;38;41;43;19
2007;2;17;1;14;31;34;39;49;11
2007;2;14;7;8;24;33;44;45;15
2007;2;10;4;16;20;26;32;38;1
2007;2;7;6;7;11;16;23;48;26
2007;2;3;5;18;21;27;34;36;9
2007;1;31;3;8;10;20;26;44;40
2007;1;27;15;18;27;40;44;45;24
2007;1;24;8;10;11;33;34;42;16
2007;1;20;19;27;28;33;36;38;31
2007;1;17;9;12;14;27;32;46;11
2007;1;13;8;19;29;38;41;47;25
2007;1;10;4;6;27;36;37;40;24
2007;1;6;5;10;11;35;38;39;48
2007;1;3;2;4;30;35;36;45;24
2006;12;30;1;16;23;39;44;47;12
2006;12;27;9;13;15;26;38;43;17
2006;12;23;3;11;16;36;38;41;9
2006;12;20;4;10;29;44;46;49;36
2006;12;16;4;19;23;31;48;49;30
2006;12;13;5;6;18;20;22;45;7
2006;12;9;7;12;24;26;33;34;38
2006;12;6;2;3;6;23;35;39;24
2006;12;2;4;9;17;42;44;45;19
2006;11;29;2;13;20;28;42;45;17
2006;11;25;27;33;34;41;42;49;6
2006;11;22;12;22;29;33;34;42;6
2006;11;18;1;2;8;28;38;43;14
2006;11;15;2;7;21;26;27;49;48
2006;11;11;1;13;19;28;47;49;32
2006;11;8;6;10;15;20;27;37;41
2006;11;4;6;14;28;31;39;46;1
2006;11;1;10;14;23;40;42;48;44
2006;10;28;1;7;30;44;48;49;2
2006;10;25;11;12;30;32;33;46;7
2006;10;21;1;17;21;24;39;47;2
2006;10;18;1;8;25;36;37;40;14
2006;10;14;6;7;30;33;34;39;44
2006;10;11;19;26;30;40;43;45;7
2006;10;7;28;30;31;34;41;48;17
2006;10;4;6;8;12;33;38;42;45
2006;9;30;10;17;27;35;42;46;18
2006;9;27;13;20;27;33;38;45;5
2006;9;23;3;14;31;35;38;48;43
2006;9;20;1;3;15;22;24;36;30
2006;9;16;5;7;9;16;17;47;36
2006;9;13;10;14;17;22;31;39;7
2006;9;9;2;13;23;42;43;47;40
2006;9;6;3;5;25;38;39;40;2
2006;9;2;6;34;36;38;46;48;49
2006;8;30;21;22;25;37;45;48;49
2006;8;26;1;4;20;24;25;39;18
2006;8;23;2;9;12;28;30;38;25
2006;8;19;4;5;8;24;33;43;1
2006;8;16;2;19;30;32;41;48;36
2006;8;12;1;5;14;32;42;48;30
2006;8;9;4;29;30;33;36;39;16
2006;8;5;1;7;9;12;43;46;8
2006;8;2;16;20;23;28;40;43;18
2006;7;29;13;17;21;25;34;48;44
2006;7;26;4;11;18;20;30;49;2
2006;7;22;3;5;25;31;37;41;17
2006;7;19;5;25;31;44;46;47;45
2006;7;15;5;25;28;30;40;41;8
2006;7;12;6;22;27;34;35;43;38
2006;7;8;9;24;28;30;31;49;48
2006;7;5;7;10;19;32;34;41;40
2006;7;1;6;12;18;25;27;35;22
2006;6;28;4;6;8;14;41;42;30
2006;6;24;5;13;22;30;47;48;25
2006;6;21;18;19;34;43;45;48;37
2006;6;17;10;31;40;41;45;49;37
2006;6;14;5;7;12;17;29;45;9
2006;6;10;13;19;20;25;29;44;22
2006;6;7;1;7;23;29;34;45;13
2006;6;3;1;3;10;17;24;49;4
2006;5;31;11;26;33;45;48;49;46
2006;5;27;14;22;29;30;35;43;6
2006;5;24;2;17;21;31;45;47;41
2006;5;20;10;19;25;40;42;49;5
2006;5;17;1;22;31;35;40;45;30
2006;5;13;9;12;26;27;40;45;31
2006;5;10;6;24;33;35;39;47;4
2006;5;6;5;15;26;28;31;37;20
2006;5;3;5;10;18;23;35;44;13
2006;4;29;12;22;25;37;38;48;35
2006;4;26;12;16;17;31;34;43;26
2006;4;22;3;9;24;35;39;44;45
2006;4;19;11;13;18;32;41;47;34
2006;4;15;2;4;5;8;18;40;16
2006;4;12;15;20;23;46;47;48;10
2006;4;8;3;10;17;25;44;46;7
2006;4;5;9;21;27;30;32;46;10
2006;4;1;4;6;21;25;35;39;15
2006;3;29;3;10;16;17;26;30;41
2006;3;25;3;10;12;21;28;32;46
2006;3;22;3;4;9;19;24;40;1
2006;3;18;5;9;17;38;43;47;44
2006;3;15;1;3;9;10;14;38;32
2006;3;11;3;9;12;36;46;48;45
2006;3;8;4;9;15;19;30;33;20
2006;3;4;7;11;17;23;36;37;27
2006;3;1;2;19;22;37;41;48;12
2006;2;25;9;10;17;18;21;36;34
2006;2;22;6;7;14;15;30;48;12
2006;2;18;4;5;6;18;21;40;10
2006;2;15;11;17;19;20;26;30;14
2006;2;11;1;10;14;26;45;49;29
2006;2;8;1;5;6;12;29;34;2
2006;2;4;26;27;28;35;39;43;41
2006;2;1;7;13;22;23;35;38;41
2006;1;28;5;33;37;38;40;49;7
2006;1;25;4;13;17;23;36;49;5
2006;1;21;6;17;20;27;35;39;19
2006;1;18;12;13;14;18;27;44;23
2006;1;14;10;14;19;27;31;39;4
2006;1;11;1;4;5;16;19;26;21
2006;1;7;3;17;19;21;26;31;34
2006;1;4;5;11;12;13;20;41;38
2005;12;31;13;21;35;36;42;44;30
2005;12;28;7;11;36;40;41;49;13
2005;12;24;8;19;24;30;36;38;16
2005;12;21;9;18;24;26;30;34;46
2005;12;17;3;9;10;22;41;42;4
2005;12;14;16;25;39;40;41;49;9
2005;12;10;2;7;28;30;33;46;15
2005;12;7;7;28;29;34;35;47;9
2005;12;3;2;6;17;36;47;49;8
2005;11;30;20;22;25;35;40;46;1
2005;11;26;5;12;21;32;34;40;25
2005;11;23;15;18;24;45;47;49;5
2005;11;19;1;4;30;38;40;49;18
2005;11;16;2;16;17;23;27;38;21
2005;11;12;12;16;28;33;36;40;35
2005;11;9;4;19;26;30;46;47;31
2005;11;5;5;7;29;40;46;47;24
2005;11;2;13;14;16;17;25;27;22
2005;10;29;2;5;11;18;30;31;45
2005;10;26;9;19;21;24;34;35;30
2005;10;22;4;9;11;26;31;47;8
2005;10;19;1;23;24;26;30;35;4
2005;10;15;3;9;15;36;40;43;28
2005;10;12;2;3;10;35;36;41;23
2005;10;8;5;6;14;25;43;49;36
2005;10;5;11;19;23;30;36;47;9
2005;10;1;9;14;20;37;44;47;4
2005;9;28;11;25;28;32;37;44;13
2005;9;24;9;23;25;26;40;48;36
2005;9;21;14;22;28;36;38;46;39
2005;9;17;8;16;17;28;29;43;12
2005;9;14;10;22;26;35;41;47;25
2005;9;10;17;19;27;31;37;48;22
2005;9;7;2;6;7;20;24;33;11
2005;9;3;5;20;24;41;46;49;44
2005;8;31;1;8;12;15;24;29;44
2005;8;27;1;9;23;38;42;47;20
2005;8;24;7;11;22;38;43;49;25
2005;8;20;1;2;17;18;22;40;44
2005;8;17;9;10;16;22;23;45;29
2005;8;13;10;25;26;34;35;44;45
2005;8;10;8;9;16;20;35;45;23
2005;8;6;1;7;23;24;33;42;3
2005;8;3;4;7;10;12;24;33;49
2005;7;30;12;19;22;42;43;45;18
2005;7;27;15;16;25;27;38;47;24
2005;7;23;2;14;37;45;46;47;13
2005;7;20;4;10;19;25;33;43;14
2005;7;16;1;25;30;31;42;49;17
2005;7;13;10;14;18;24;39;47;7
2005;7;9;4;5;27;40;42;48;21
2005;7;6;11;16;29;35;38;47;1
2005;7;2;1;12;17;29;40;41;42
2005;6;29;7;16;18;25;26;41;27
2005;6;25;5;17;20;21;24;40;28
2005;6;22;5;33;40;41;44;48;10
2005;6;18;8;18;26;27;28;49;33
2005;6;15;11;12;14;18;31;32;8
2005;6;11;9;13;18;24;29;30;35
2005;6;8;6;10;23;25;45;49;33
2005;6;4;1;6;19;25;43;47;40
